#CODE;RUSSIAN;x
EVTDESC_WOL_409;М[FromFrom.GetOyaOy] [FromFrom.GetRootRelation] [FromFrom.GetBestName] говорит, что [FromFromFrom.GetTitledName] пытается использовать [FromFrom.GetHersHis] в своих подлых интригах - соблазнении мое[From.GetYGo] [From.GetRootRelation] [From.GetFirstName]!;x
EVTOPTA_WOL_409_M;Похотливый мерзавец!;x
EVTOPTA_WOL_409_M_OLD;Похотливый старый козёл!;x
EVTOPTA_WOL_409_F;Грязная шлюха!;x
EVTOPTA_WOL_409_F_OLD;Похотливая старуха!;x
EVTDESC_WOL_412;Моя затея обратиться за помощью к "надёжному" человеку при дворе, чтобы устроить свидание, на котором я и [From.GetTitledFirstNameNoRegnal] смогли бы побыть наедине, не просто провалилась... Всё куда хуже - эта придворная мразь, наплевав на честь, предала меня - теперь [From.GetAbsPossPronoun] [FromFromFrom.GetFromVsRelation] всё знает и у меня новый враг!;x
EVTDESC_WOL_414;Большая часть прогулки прошла в бесплодных попытках устроить так, чтобы [From.GetFirstName] и я смогли провести время наедине - [From.GetHersHis] друзья отказались помочь мне в этом...;x
EVTOPTA_WOL_414;Но я так просто не сдамся!;x
EVTDESC_WOL_415;Прогулка на природе была прекрасна. Я и [From.GetTitledFirstNameNoRegnal] долго и непринужденно болтали о всях пустяках. [From.GetSheHeCap] - [GetRootFromCompliment], и меня тянет к н[From.GetHerHim].;x
EVTDESC_WOL_415_DISTANT;Прогулка на природе была прекрасна. [From.GetTitledFirstNameNoRegnal], прибыв к нам издалека, вызывает во мне странные чувства, мы долго и непринужденно болтали, и теперь я понимаю [From.GetFirstName] - [GetRootFromCompliment], [From.GetSheHe] нравится мне.;x
EVTDESC_WOL_416;Несмотря на безуспешные попытки добиться того, чтобы [From.GetTitledFirstNameNoRegnal] и я наконец остались наедине, мне кажется, теперь я нравлюсь [From.GetHerHim] чуть больше. Или мне просто хочется так думать...;x
EVTOPTA_WOL_416;Нужен новый план!;x
EVTDESC_WOL_418;Во время прогулки на природе, я заметил[Root.GetEndA] небольшую записку среди полевых цветов возле своей палатки, это [FromFrom.GetTitledFirstNameNoRegnal]. [FromFrom.GetSheHeCap] пригласил[FromFrom.GetEndA] меня встретиться у ручья, наедине!;x
EVTDESC_WOL_418_DISTANT;Во время прогулки на природе, я заметил[Root.GetEndA] небольшую записку среди полевых цветов возле своей палатки, это [FromFrom.GetTitledFirstNameNoRegnal]. Прибыв в наши края издалека, [FromFrom.GetSheHe] теперь пригласил[FromFrom.GetEndA] меня встретиться у ручья, наедине!;x
EVTOPTA_WOL_418_F;Как мило! Служанка прикроет меня.;x
EVTOPTA_WOL_418_M;Отлично! Друзья меня прикроют.;x
EVTOPTB_WOL_418;[FromFrom.GetSheHeCap] не понимает, это слишком рискованно!;x
EVTDESC_WOL_419;Мне не пришлось долго ждать, чтобы увидеть как [From.GetTitledFirstNameNoRegnal] приближается к ручью. Часами мы смеялись и болтали о всяких пустяках. Думаю, я [From.GetHerHim] нравлюсь. Уличив момент, я наклоняюсь, чтобы прошептать [From.GetHerHim] на ухо...;x
EVTDESC_WOL_404_NOTE;Выйдя из палатки, я сразу направляюсь к ручью и вижу, как [From.GetTitledFirstNameNoRegnal] ждёт меня там. Часами мы весело болтали о всяких пустяках. И вдруг [From.GetSubjectPronoun] наклоняется, чтобы прошептать мне на ухо... [Root.GetSeductionAstrologyPostScript];x;x
EVTDESC_WOL_404_HOMO_NOTE;Выйдя из палатки, я сразу направляюсь к ручью и вижу, как [From.GetTitledFirstNameNoRegnal] ждёт меня там. Часы спустя, сидя под утёсом и наблюдая, как мирно журчит вода, мы заметили странное притяжение между нами. Что это? Влечение? Но [From.GetFirstName] - [From.GetManWoman]а! Вот мы уже собираемся уходить и вдруг [From.GetSubjectPronoun] наклоняется, чтобы прошептать мне на ухо... [Root.GetSeductionAstrologyPostScript];x;x
EVTDESC_WOL_420;Я жду у ручья уже несколько часов, но не замечаю никаких признаков того, что [From.GetTitledFirstNameNoRegnal] может появиться. Солнце уже садится, но [From.GetHersHis] до сих пор нет. Очевидно, [From.GetSheHe] уже не придёт...;x
EVTDESC_WOL_421;Во время прогулки на природе, я замечаю небольшую записку среди полевых цветов возле нашей палатки, очевидно, что м[FromFromFrom.GetOyaOy] [FromFromFrom.GetRootRelation] [FromFromFrom.GetFirstName] собирается на свидание ручья! [GetRootFromFromInsult] [FromFrom.GetTitledFirstName] ждёт [FromFromFrom.GetHersHis] там!;x
EVTOPTB_WOL_421;Стража! Арестeуйте [FromFrom.GetHersHis]!;x
EVTDESC_WOL_423;Мне показалось, что идея спрятать записку там, где только [From.GetTitledFirstNameNoRegnal] сможет найти, была удачной, но увы - [From.GetHersHis] [FromFrom.GetFromVsRelation] [FromFrom.GetTitledFirstNameNoRegnal] имеет привычку рыться в чужих вещах! К счастью, меня не бросили в темницу, но без сомнения, у меня появился новый враг...;x
EVTDESC_WOL_423_PRISON;Мне показалось, что идея спрятать записку там, где только [From.GetTitledFirstNameNoRegnal] сможет найти, была удачной, но увы - [From.GetHersHis] [FromFrom.GetFromVsRelation] [FromFrom.GetTitledFirstNameNoRegnal] имеет привычку рыться в чужих вещах! [FromFrom.GetSheHeCap] яви[FromFrom.GetLasLsya] на условленное место к ручью с группой из шести стражников, и они арестовали меня!;x
EVTOPTA_WOL_423;Что ж, я люблю поднимать ставки!;x
EVTOPTA_WOL_423_PRISON;Оковы меня не остановят! Я не сдамся!;x
EVTDESC_WOL_424;Во время прогулки на природе, я заметил[Root.GetEndA] небольшую записку  среди полевых цветов, растущих повсюду. Похоже тот, кто её здесь оставил, расчитывал, что её прочитает м[FromFromFrom.GetOyaOy] [FromFromFrom.GetRootRelation] [FromFromFrom.GetTitledFirstNameNoRegnal]. Скорее всего "таинственн[FromFrom.GetAyaYy] писатель[FromFrom.GetEndNitsa]" - [FromFrom.GetTitledFirstNameNoRegnal], [FromFrom.GetSheHe] ждёт у ручья...;x
EVTOPTB_WOL_424;[FromFromFrom.GetFirstName] не понимает, с кем связа[FromFromFrom.GetLasLsya]!;x
EVTOPTC_WOL_424;[GetRootFromFromCompliment] [FromFrom.GetFirstName]? Лучше пойду я!;x
EVTDESC_WOL_426;Я жду у ручья уже несколько часов, но не замечаю никаких признаков того, что [From.GetFirstName] может появиться. И вдруг на горизонте появляется [From.GetHersHis] [FromFrom.GetFromVsRelation]. Похоже, [From.GetSheHe] в ярости... Проклятье! Ну почему всегда находится какая-нибудь тварь, которая суёт свой нос не в своё дело?!;x
EVTDESC_WOL_428;Мне не пришлось долго ждать у ручья - вскоре какая-то [FromFrom.GetMaleFemale]ая фигура показалась на горизонте... Но это... не [From.GetTitledFirstNameNoRegnal], а [From.GetAbsPossPronoun] [FromFrom.GetFromVsRelation] [FromFrom.GetTitledFirstNameNoRegnal]! Как оказалось [FromFrom.GetSheHe] не прочь "поразвлечься" со мной.;x
EVTOPTA_WOL_428;А почему бы и нет?;x
EVTOPTB_WOL_428;Благодарю, [FromFrom.PrimaryTitle.GetFOA], но мой ответ нет!;x
EVTTOOLTIP_WoL_430;[This.GetFirstName] разочарован[This.GetEndA] и не склон[This.GetNaEn] думать обо мне лучше...;x
EVTDESC_WOL_429;Как и следовало ожидать, [From.GetTitledFirstNameNoRegnal], [GetRootFromCompliment], ждал[From.GetEndA] у ручья. [From.GetSubjectPronounCap] удиви[From.GetLasLsya], заметив меня, раcсчитывая, что на моём месте будет [FromFrom.GetTitledFirstNameNoRegnal], но явно не против. Мы провели чудесный день, предаваясь страсти в тёплой воде, под ивами, потом снова в воде...;x
EVTOPTA_WOL_429;Хорошо-то как! Мне не хватало этого...;x
EVTDESC_WOL_430;Как и следовало ожидать, [From.GetTitledFirstNameNoRegnal] ждал[From.GetEndA] у ручья. [From.GetSubjectPronounCap] удиви[From.GetLasLsya], заметив меня, расчитывая, что на моём месте будет [FromFrom.GetTitledFirstNameNoRegnal]. Мои, мягко говоря, самые нескромные попытки соблазнить [From.GetHersHis] ни к чему не привели, [GetRootFromInsult] не хочет делать это со мной!;x
EVTOPTA_WOL_430;[From.GetSubjectPronounCap] ещё пожалеет об этом!;x
EVTDESC_WOL_1003;В последнее время м[FromFrom.GetOyaOy] [FromFrom.GetRootRelation] [FromFrom.GetFirstName] ведёт себя странно. Ночами  [FromFrom.GetSheHe] не прикасается ко мне и даже не смотрит на меня. А днём [FromFrom.GetSheHe] и эт[From.GetEtaEtot] [GetRootFromInsult] [From.GetBestName] постоянно шепчутся о чём-то... Я больше это не вынесу!;x
EVTDESC_WOL_1003_CR;В последнее время м[FromFrom.GetOyaOy] [FromFrom.GetRootRelation] [FromFrom.GetFirstName] ведёт себя странно, не прикасается ко мне и даже не смотрит на меня. Кроме того то, как [FromFrom.GetSheHe] и [FromFrom.GetAbsPossPronoun] [From.GetFromFromVsRelation] [From.GetTitledFirstNameNoRegnal] смотрят друг на друга, как они гуляют вместе... Это не может не настораживать.;x
EVTDESC_WOL_1003_TIP;[FromFromFrom.GetTitledName] сообщил[FromFromFrom.GetEndA] мне о своих подозрениях: [FromFromFrom.GetSheHe] считает, что [FromFromFrom.GetHersHis] [From.GetHusbandWife] [From.GetTitledFirstNameNoRegnal] и м[FromFrom.GetOyaOy] [FromFrom.GetRootRelation] [FromFrom.GetFirstName] - любовники, но не осмеливается что-то предпринять!;x
EVTOPTA_WOL_1003;[FromFrom.GetFirstName], скажи мне правду!;x
EVTOPTB_WOL_1003_M;[From.GetTitledFirstNameNoRegnal] скажет правду!;x
EVTOPTB_WOL_1003_F;[From.GetTitledFirstNameNoRegnal] скажет правду!;x
EVTOPTC_WOL_1003;Не хочу об этом знать.;x
EVTOPTC_WOL_1003_HOMO_F;Пусть девочки поиграют!;x
EVTDESC_WOL_1004;Сегодня утром м[From.GetOyaOy] [From.GetRootRelation] [From.GetFirstName] внезапно начал[From.GetEndA] неудобный разговор: "Скажи мне честно, [FromFrom.GetTitledName] - тв[FromFrom.GetOyaOy] - любовни[FromFrom.GetTsaK]?" — по выражению [From.GetAbsPossPronoun] лица невозможно понять знает ли [FromFrom.GetSheHe] наверняка или только подозревает...;x
EVTOPTA_WOL_1004;Умоляю, прости меня!;x
EVTOPTB_WOL_1004;Да, мы - любовники! И что?;x
EVTOPTC_WOL_1004;Конечно, любовни[FromFrom.GetTsaK]! Как же иначе?! *притворный сарказм*;x
EVTOPTD_WOL_1004;Как ты можешь такое говорить?! *сыграть обиду и гнев*;x
EVTTOOLTIP_WoL_1005;Моя интрижка с персонажем по имени [This.GetTitledFirstNameNoRegnal] окончена;x
EVTDESC_WOL_1005;[From.GetTitledFirstNameNoRegnal]... после всего, что между нами было, [From.GetSheHe] бросил[From.GetEndA] меня! Недавно мне стало известно, что [From.GetAbsPossPronoun] [FromFrom.GetFromVsRelation] в порыве ревности выпытал[FromFrom.GetEndA] у н[From.GetHersHis] всё о наших "отношениях"...;x
EVTOPTA_WOL_1005_F;Подлая ведьма!;x
EVTOPTA_WOL_1005_M;Проклятый мерзавец!;x
EVTTOOLTIP_WoL_1006;[This.GetFirstName] расстроится;x
EVTTOOLTIP_WoL_1009;[This.GetFirstName] расстроится и может резко отреагировать...;x
EVTTOOLTIP_WoL_1022;[This.GetFirstName] ответит на мою ложь...;x
EVTTOOLTIP_WoL_1010;[This.GetFirstName] подвергнется манипуляции;x
EVTDESC_WOL_1006;М[From.GetOyaOy] [From.GetRootRelation] [From.GetFirstName] призна[From.GetLasLsya] мне - [FromFromFrom.GetTitledFirstNameNoRegnal] и [From.GetSheHe] были любовниками. Встав на колени со слезами на глазах, [From.GetSheHe] умоляет меня простить [From.GetHersHis]...;x
EVTOPTA_WOL_1006;Мы справимся с этим, вместе...;x
EVTOPTB_WOL_1006;Ни за что! Об этой связи узнают все!;x
EVTDESC_WOL_1007;[FromFrom.GetTitledFirstNameNoRegnal] и я... мы опозорены - [FromFrom.GetHersHis] [From.GetFromFromVsRelation] в гневном приступе ревности публично обвинил[From.GetEndA] нас в прелюбодеянии!;x
EVTDESC_WOL_1007_LOVER_ADM;Эт[From.GetEtaEtot] [GetRootFromInsult] [From.GetTitledFirstNameNoRegnal] не признал[From.GetEndA] мои искренние извинения! Я и [From.GetAbsPossPronoun] [FromFrom.GetFromVsRelation] [FromFrom.GetTitledFirstNameNoRegnal] теперь публично обвиняемся в прелюбодеянии!;x
EVTDESC_WOL_1007_SPYING;[From.GetTitledFirstNameNoRegnal] теперь знает, что я и [From.GetAbsPossPronoun] [FromFrom.GetFromVsRelation] [FromFrom.GetTitledFirstNameNoRegnal] встречаемся у н[From.GetHersHis] за спиной. Оказывается, за нами вели слежку [From.GetHersHis] шпионы, и теперь эт[From.GetEtaEtot] [GetRootFromInsult] публично обвинил[From.GetEndA] нас в прелюбодеянии!;x
EVTDESC_WOL_1008;[FromFromFromFrom.GetTitledFirstNameNoRegnal] и я.... мы опозорены - м[From.GetOyaOy] [From.GetRootRelation] [From.GetFirstName] не признал[From.GetEndA] мои искренние извинения и публично обвинил[From.GetEndA] нас в прелюбодеянии.;x
EVTDESC_WOL_1008_CRUEL;М[FromFromFromFrom.GetOyaOy] [FromFromFromFrom.GetRootRelation] [FromFromFromFrom.GetTitledFirstNameNoRegnal] и я... наша любовь опозорена и честное признание не избавило меня от этого! М[From.GetOyaOy] [From.GetRootRelation] [From.GetFirstName], [GetRootFromInsult], публично обвинил[From.GetEndA] нас в прелюбодеянии!;x
EVTDESC_WOL_1009;М[From.GetOyaOy] [From.GetRootRelation] с наглой ухмылкой на лице открыто призна[From.GetLasLsya] мне, что [FromFromFrom.GetTitledName] - [From.GetHersHis] любовни[FromFromFrom.GetTsaK]! [GetRootFromInsult]!;x
EVTOPTA_WOL_1009_M;Я не стану позорить себя при всех.;x
EVTOPTA_WOL_1009_F;[From.GetSheHeCap] - [From.GetManWoman]а. Что тут поделать...;x
EVTOPTB_WOL_1009;Обвиню их публично!;x
EVTDESC_WOL_1022;М[From.GetOyaOy] [From.GetRootRelation] [From.GetFirstName] решительно отрицает, что [FromFromFrom.GetTitledFirstNameNoRegnal] - [From.GetHersHis] любовни[FromFromFrom.GetTsaK], но обещает проводить больше времени со мной.;x
EVTOPTA_WOL_1022;Это успокаивает, но сомнения всё же есть...;x
EVTOPTB_WOL_1022;А [FromFromFrom.GetFirstName]? Что скажет [FromFromFrom.GetHersHis] [FromFromFrom.Spouse.GetHusbandWife]?;x
EVTOPTC_WOL_1022;За ними надо присматривать, найму шпионов.;x
EVTTOOLTIP_WoL_1023;[This.Spouse.GetFirstName] узнает о моих подозрениях.;x
EVTDESC_WOL_1025;[From.GetTitledFirstNameNoRegnal] благодарит, что я делюсь своими подозрениями - наши супруги могут изменять каждому из нас, и [From.GetSheHe] обещает мне, что приложит все усилия, чтобы докопаться до правды...;x
EVTOPTA_WOL_1025;Надеюсь, вместе мы скорее всё выясним.;x
EVTDESC_WOL_1027;Пришло донесение от моих шпионов. После длительной слежки они уверенно утверждают, что м[FromFromFrom.GetOyaOy] [FromFromFrom.GetRootRelation] [FromFromFrom.GetFirstName] и [From.GetTitledFirstNameNoRegnal] определённо не являются любовниками, по крайней мере, они не нашли тому никаких подтверждений.;x
EVTDESC_WOL_1028;Пришло донесение от моих шпионов. Они сообщают, что м[FromFromFrom.GetOyaOy] [FromFromFrom.GetRootRelation] и [From.GetTitledFirstNameNoRegnal] были пойманы "in flagrante delicto" (на месте преступления) в окрестностях [From.Location.County.GetAdjective]ских земель!;x
EVTOPTA_WOL_1028;Но я не хочу огласки...;x
EVTOPTB_WOL_1028;Обвиню их публично!;x
EVTDESC_WOL_1031;К сожалению, м[From.GetOyaOy] [From.GetRootRelation] [From.GetFirstName] не настолько наив[From.GetNaEn]. Мои отрицания и заверения в верности не оказали никакого эффекта. Оказывается, [From.GetHersHis] шпионы неустанно следили за мной и узнали о моих любовных интригах! Теперь [FromFrom.GetTitledFirstNameNoRegnal] и публично обвиняемся в прелюбодеянии.;x
EVTDESC_WOL_1010_F;[From.GetFirstName] разозлилась и обиделась на меня, когда я прямо спросил о том, что [FromFromFrom.GetTitledName] для неё значит, и не изменяет ли она мне. Она сказала, что я отношусь к ней, как к собственности, считая себя вправе следить за каждым её шагом и подозревать во всяких "оскорбительных вещах".;x
EVTDESC_WOL_1010_M;[From.GetFirstName] разозлился, когда я спросила его, что [FromFromFrom.GetTitledName] для него значит и нет ли между ними любовной связи. Он сказал, что я холодна с ним и веду себя, как чужая, и даже хуже. Что вместо доброты и поддержки, он получает от меня только незаслуженные подозрения и недоверие.;x
EVTDESC_WOL_1033;М[FromFromFrom.GetOyaOy] любовни[FromFromFrom.GetTsaK] [FromFromFrom.GetTitledFirstNameNoRegnal] весь день избегал[FromFromFrom.GetEndA] меня... А чуть позже меня неожиданно навестил[From.GetEndA] [FromFromFrom.GetHersHis] [From.GetFromFromFromVsRelation] [From.GetBestName], шокируя расспросами о нашей любовной связи!;x
EVTDESC_WOL_1033_DISTANT;М[FromFromFrom.GetOyaOy] любовни[FromFromFrom.GetTsaK] [FromFromFrom.GetTitledFirstNameNoRegnal] предложил[FromFromFrom.GetEndA] встретиться сегодня, и я уже собира[Root.GetLasLsya] выходить, как вдруг обнаружил[Root.GetEndA] адресованное мне письмо, отправитель - [From.GetBestName], [FromFromFrom.GetHersHis] [From.GetFromFromFromVsRelation], [From.GetSheHe] пишет, что подозревает нас в любовной связи и прямо спрашивает меня об этом!;x
EVTOPTA_WOL_1033;Цинично отрицать.;x
EVTOPTB_WOL_1033;Признаться и пообещать прекратить это.;x
EVTOPTC_WOL_1033_F;Я убью эту суку!;x
EVTOPTC_WOL_1033_M;Я убью его!;x
EVTTOOLTIP_WoL_1011_ATTACK;[From.GetTitledFirstNameNoRegnal] подвергнется нападению и надеюсь пострадает!;x
EVTDESC_WOL_1012;[FromFrom.GetTitledFirstNameNoRegnal], похоже, в шоке. [FromFrom.GetSheHeCap] отрицает любые утверждения о том, что м[From.GetOyaOy] [From.GetRootRelation] [From.GetFirstName] - [FromFrom.GetHersHis] любовни[From.GetTsaK].;x
EVTDESC_WOL_1012_ATTACKED;[FromFrom.GetTitledFirstNameNoRegnal], услышав мои обвинения, в порыве гнева бросается на меня! Реакция неадекватна, даже с учётом "щекотливости" вопроса: не любовни[From.GetTsaK] ли [FromFrom.GetHerHim] - м[From.GetOyaOy] [From.GetRootRelation] [From.GetFirstName].;x
EVTOPTA_WOL_1012;Ну хорошо. Нет, так нет.;x
EVTOPTA_WOL_1012_ATTACKED;Эта ярость из-за обиды на ложные обвинения?;x
EVTOPTB_WOL_1012;Немного яда нас рассудит...;x
EVTTOOLTIP_WoL_1013;Отравить персонажа по имени [This.GetFirstName] при первой возможности.;x
EVTOPTC_WOL_1012_DUEL;Нас рассудит поединок!;x
EVTTOOLTIP_WoL_1032;[This.GetFirstName] будет вызван[This.GetEndA] на дуэль.;x
EVTDESC_WOL_1014;Какой чудесный вечер! Вкусная еда, выпивка, любимые друзья... Но... что-то здесь стало немного душновато... Я... я НЕ МОГУ "ДЫШАТЬ*;x
EVTOPTA_WOL_1014;*хрипло* [FromFrom.GetTitledFirstNameNoRegnal]!;x
EVTDESC_WOL_1015;Какой чудесный вечер! Вкусная еда, выпивка, любимые друзья... Но... что-то меня подташнивает... С трудом могу пошевелиться. Похоже на отравление...;x
EVTOPTA_WOL_1015;Наверное, устрицы или... Яд?!;x
EVTDESC_WOL_1016;Эт[From.GetEtaEtot] [From.GetAdultererAdulteressLong], [From.GetTitledFirstNameNoRegnal], не любит устрицы! Говорят, ночью кто-то из поваров отравился насмерть.;x
EVTOPTA_WOL_1016;Проклятье!;x
EVTDESC_WOL_1017;Истинное наслаждение - наблюдать тайком из коридора, как эт[From.GetEtaEtot] [From.GetAdultererAdulteressLong], [From.GetTitledFirstNameNoRegnal], ползает и корчится в агонии, пока слуги в панике бегают вокруг, не в силах [From.GetHerHim] помочь...;x
EVTOPTA_WOL_1017;Надеюсь, м[FromFromFromFrom.GetOyaOy] [FromFromFromFrom.GetHusbandWife] всё поймёт!;x
EVTDESC_WOL_1018;Эт[From.GetEtaEtot] [From.GetAdultererAdulteressLong], [From.GetTitledFirstNameNoRegnal], никак не сдохнет - отравленные устрицы вызвали "лёгкое", мать [From.GetHersHis], "недомогание"!;x
EVTOPTA_WOL_1018;Пора "поговорить" с аптекарем.;x
EVTDESC_WOL_1019;М[From.GetOyaOy] любовни[From.GetTsaK], [From.GetTitledFirstNameNoRegnal], теперь говорит, что между нами всё кончено! Причина очевидна - м[FromFrom.GetOyaOy] [FromFrom.GetRootRelation] [FromFrom.GetFirstName] подозревает меня в измене, и недавно у них состоялся откровенный разговор.;x
EVTDESC_WOL_1019_DUEL;М[From.GetOyaOy] любовни[From.GetTsaK], [From.GetTitledFirstNameNoRegnal], бросил[From.GetEndA] меня! Оказывается, [From.GetSheHe] признал[From.GetEndA] свою вину, чтобы избежать поединка, узнав, что м[FromFrom.GetOyaOy] [FromFrom.GetRootRelation] [FromFrom.GetFirstName] вызвал[FromFrom.GetEndA] [From.GetHersHis] на дуэль, и покля[From.GetLasLsya] прекратить наши отношения!;x
EVTOPTA_WOL_1019;Как же я буду жить без н[From.GetHersHis]?;x
EVTDESC_WOL_1020;[FromFrom.GetTitledFirstNameNoRegnal]  признал[FromFrom.GetEndA] свою вину! Сомнения развеяны, м[From.GetOyaOy] [From.GetRootRelation] [From.GetFirstName] изменял[From.GetEndA] мне! Теперь эт[FromFrom.GetEtaEtot] [GetRootFromFromInsult] смиренно просит меня о прощении и клянётся, что теперь между ними всё кончено.;x
EVTOPTA_WOL_1020;Да будет так!;x
EVTDESC_WOL_1021;М[FromFromFrom.GetOyaOy] любовни[FromFromFrom.GetTsaK] унижает себя раскаяниями и мольбами о прощении, но всё зря - м[From.GetOyaOy] [From.GetRootRelation] [From.GetFirstName] в гневе упрямо настаивает на позоре для себя и всех нас. Я и [FromFromFrom.GetTitledFirstNameNoRegnal] будем публично обвинены в прелюбодеянии!;x
EVTDESC_WOL_1032;Даже самые правдоподобные отрицания вины с моей стороны не сработали - [From.GetTitledFirstNameNoRegnal] не поверил[From.GetEndA] моим словам. [From.GetSheHeCap] настаивает, что [From.GetAbdPossPronoun] [FromFrom.GetFromVsRelation] [FromFrom.GetTitledFirstNameNoRegnal] изменяет [From.GetHerHim] со мной, и вызывает меня на дуэль, чтобы "доказать справедливость" своих утверждений!;x
EVTOPTA_WOL_1032;Я принимаю вызов!;x
EVTOPTB_WOL_1032;Дуэль? К чему это нелепое представление?;x
EVTOPTC_WOL_1032;Мне не победить. Смиренно молю Вас о прощении.;x
EVTDESC_WOL_1034;[From.GetTitledFirstNameNoRegnal] трусливо отказывается от поединка!;x
EVTOPTA_WOL_1034;Какой позор!;;x
EVTDESC_WOL_1036;После серии замахов, стало ясно, [FromFrom.GetTitledFirstNameNoRegnal] не умеет обращаться с мечом. Победить [FromFrom.GetHersHis] было легко. Теперь [FromFrom.GetSheHe], как и м[FromFromFromFrom.GetOyaOy] [FromFromFromFrom.GetRootRelation] [FromFromFromFrom.GetFirstName] опозорены...;x
EVTDESC_WOL_1036_WOUND;[FromFrom.GetTitledFirstNameNoRegnal] - достойн[FromFrom.GetAyaYy] противни[FromFrom.GetTsaK]. Поединок был тяжелым, но несмотря на раны, мне удалось победить [FromFrom.GetHersHis]. Теперь [FromFrom.GetSheHe], как и м[FromFromFromFrom.GetOyaOy] [FromFromFromFrom.GetRootRelation] [FromFromFromFrom.GetFirstName] опозорены...;x
EVTDESC_WOL_1036_MAIM;[FromFrom.GetTitledFirstNameNoRegnal] - достойн[FromFrom.GetAyaYy] противни[FromFrom.GetTsaK]. Мне пришлось расстаться с тремя пальцами и получить серьезные раны, чтобы победить [FromFrom.GetHersHis]. Теперь [FromFrom.GetSheHe], как и м[FromFromFromFrom.GetOyaOy] [FromFromFromFrom.GetRootRelation] [FromFromFromFrom.GetFirstName] опозорены...;x
EVTOPTA_WOL_1036;Я лишил[Root.GetEndA] [FromFrom.GetHersHis] меча, но [FromFrom.GetSheHe] оста[FromFrom.GetLasLsya] невредим[FromFrom.GetEndA].;x
EVTOPTB_WOL_1036;Я ранил[Root.GetEndA] [FromFrom.GetHersHis] в плечо.;x
EVTOPTC_WOL_1036;[FromFrom.GetSheHeCap] сда[FromFrom.GetLasLsya] только, когда потерял[FromFrom.GetEndA] руку.;x
EVTOPTD_WOL_1036;Я пронзил[Root.GeEndA] [FromFrom.GetAbsPossPronoun] сердце!;x
EVTDESC_WOL_1037;М[From.GetOyaOy] [From.GetRootRelation] [From.GetFirstName] победил[From.GetEndA] мо[FromFromFrom.GetYuEgo] любовни[FromFromFrom.GetTsuKa] на дуэли, теперь мы об[FromFromFrom.GetRootEndEA], я и [FromFromFrom.GetTitledFirstNameNoRegnal], опозорены...;x
EVTDESC_WOL_1037_WOUND;М[From.GetOyaOy] жесток[From.GetAyaIy] [From.GetRootRelation] [From.GetFirstName] победил[From.GetEndA] мо[FromFromFrom.GetYuEgo] любовни[FromFromFrom.GetTsuKa] на дуэли и ранил [FromFromFrom.GetHersHis], теперь мы оба, я и [FromFromFrom.GetTitledFirstNameNoRegnal], опозорены...;x
EVTDESC_WOL_1037_MAIM;М[From.GetOyaOy] ужасн[From.GetAyaYy] [From.GetRootRelation] [From.GetFirstName] победил[From.GetEndA] мо[FromFromFrom.GetYuEgo] любовни[FromFromFrom.GetTsuKa] на дуэли, жестоко изувечив [FromFromFrom.GetHersHis], теперь мы об[FromFromFrom.GetRootEndEA], я и [FromFromFrom.GetTitledFirstNameNoRegnal], опозорены...;x
EVTDESC_WOL_1037_DEATH;М[From.GetOyaOy] [From.GetRootRelation] [From.GetFirstName], [GetRootFromInsult], убил[From.GetEndA] мо[FromFromFrom.GetYuEgo] любовни[FromFromFrom.GetTsuKa] на дуэли. Покойся с миром, дорог[FromFromFrom.GetAyaOy] [FromFromFrom.GetFirstName], а мне придётся жить... с этим позором...;x
EVTOPTA_WOL_1037;Мы должны искупить наши грехи...;x
EVTOPTB_WOL_1037;Как жесток этот мир!;x
EVTDESC_WOL_1038;Это был трудный бой - я сража[Root.GetLasLsya], как мог[Root.GetNoneE], но [FromFrom.GetTitledFirstNameNoRegnal] всё равно победил[FromFrom.GetEndA], и тем самым доказал, что мы об[From.GetRootEndEA], [From.GetFirstName] и я, виновны в прелюбодеянии, какой позор...;x
EVTDESC_WOL_1038_WOUND;[FromFrom.GetTitledFirstNameNoRegnal] победил[FromFrom.GetEndA] меня в честной дуэли. Я сда[Root.GetLasLsya] после ранения в плечо, тем самым доказав, что мы об[From.GetRootEndEA], [From.GetFirstName] и я, виновны в прелюбодеянии, какой позор...;x
EVTDESC_WOL_1038_MAIM;[FromFrom.GetTitledFirstNameNoRegnal] лишил[FromFrom.GetEndA] меня руки в жестокой дуэли, и тем самым доказал[FromFrom.GetEndA], что мы об[From.GetRootEndEA], [From.GetFirstName] и я, виновны в прелюбодеянии. Увечья и кровотечение - меньшее из бед, главное, что придётся смириться с нашим унижением.;x
EVTDESC_WOL_1038_DEATH;[FromFrom.GetTitledFirstNameNoRegnal] - достойн[FromFrom.GetAyaYy] противни[FromFrom.GetTsaK]. Казалось, мы бились несколько часов, но к моменту, когда мне удалось обнаружить брешь в защите, [FromFrom.GetHersHis] клинок уже пронзил моё сердце. Тьма сгущается...;x
EVTOPTA_WOL_1038;[Root.Religion.GetHighGodName] решил[Root.GetHGodEndA] нашу судьбу.;x
EVTOPTB_WOL_1038;[FromFrom.GetFirstName], ты за это заплатишь!;x
EVTOPTC_WOL_1038;[From.GetFirstName], прости меня...;x
